timestamp,algorithm,evacuated,deaths,deaths_floor_0,deaths_floor_1,evacuated_age_adults,evacuated_age_children,evacuated_age_elderly,evacuated_stafftype_civilian,evacuated_stafftype_staff,datetime
7,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:07
7,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:07
8,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Staff all evacuate),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Staff all assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Half Assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Assist Mobile),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Assist Elderly),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Top Evac),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Avoid Top),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,PSO SFM(Zone Sweep),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
8,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:08
9,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Staff all evacuate),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Staff all assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Half Assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Assist Mobile),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Assist Elderly),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Top Evac),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Avoid Top),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,PSO SFM(Zone Sweep),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
9,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:09
10,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Staff all evacuate),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Staff all assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Half Assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Assist Mobile),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Assist Elderly),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Top Evac),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Avoid Top),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,PSO SFM(Zone Sweep),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
10,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:10
11,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Staff all evacuate),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Staff all assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Half Assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Assist Mobile),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Assist Elderly),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Top Evac),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Avoid Top),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,PSO SFM(Zone Sweep),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
11,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:11
12,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Staff all evacuate),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Staff all assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Half Assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Assist Mobile),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Assist Elderly),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Top Evac),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Avoid Top),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,PSO SFM(Zone Sweep),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
12,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:12
13,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Staff all evacuate),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Staff all assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Half Assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Assist Mobile),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Assist Elderly),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Top Evac),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Avoid Top),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,PSO SFM(Zone Sweep),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
13,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:13
14,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Staff all evacuate),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Staff all assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Half Assist),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Assist Mobile),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Assist Elderly),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Top Evac),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Avoid Top),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,PSO SFM(Zone Sweep),0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,MFO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
14,ACO SFM,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:14
15,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:15
15,PSO,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,SFM,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Staff all evacuate),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Staff all assist),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Half Assist),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Assist Mobile),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Assist Elderly),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Top Evac),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Avoid Top),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,PSO SFM(Zone Sweep),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,MFO SFM,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
15,ACO SFM,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:15
16,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:16
16,PSO,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,SFM,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Staff all evacuate),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Staff all assist),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Half Assist),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Assist Mobile),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Assist Elderly),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Top Evac),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Avoid Top),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,PSO SFM(Zone Sweep),0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,MFO SFM,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
16,ACO SFM,0,120,4,116,0,0,0,0,0,2025-01-01T00:00:16
17,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:17
17,PSO,1,119,6,114,1,0,0,0,1,2025-01-01T00:00:17
17,SFM,1,119,8,112,0,1,0,1,0,2025-01-01T00:00:17
17,PSO SFM(Staff all evacuate),1,119,8,112,0,0,1,0,1,2025-01-01T00:00:17
17,PSO SFM(Staff all assist),0,120,8,112,0,0,0,0,0,2025-01-01T00:00:17
17,PSO SFM(Half Assist),1,119,8,112,0,0,1,0,1,2025-01-01T00:00:17
17,PSO SFM(Assist Mobile),1,119,8,112,0,0,1,0,1,2025-01-01T00:00:17
17,PSO SFM(Assist Elderly),1,119,8,112,0,0,1,0,1,2025-01-01T00:00:17
17,PSO SFM(Top Evac),1,119,7,113,0,0,1,0,1,2025-01-01T00:00:17
17,PSO SFM(Avoid Top),0,120,7,113,0,0,0,0,0,2025-01-01T00:00:17
17,PSO SFM(Zone Sweep),1,119,7,113,0,0,1,0,1,2025-01-01T00:00:17
17,MFO SFM,1,119,8,112,0,1,0,1,0,2025-01-01T00:00:17
17,ACO SFM,0,120,8,112,0,0,0,0,0,2025-01-01T00:00:17
18,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:18
18,PSO,1,119,6,113,1,0,0,0,1,2025-01-01T00:00:18
18,SFM,1,119,7,112,0,1,0,1,0,2025-01-01T00:00:18
18,PSO SFM(Staff all evacuate),1,119,7,112,0,0,1,0,1,2025-01-01T00:00:18
18,PSO SFM(Staff all assist),0,120,8,112,0,0,0,0,0,2025-01-01T00:00:18
18,PSO SFM(Half Assist),2,118,7,112,0,1,1,0,2,2025-01-01T00:00:18
18,PSO SFM(Assist Mobile),2,118,7,112,0,1,1,0,2,2025-01-01T00:00:18
18,PSO SFM(Assist Elderly),2,118,7,112,0,1,1,0,2,2025-01-01T00:00:18
18,PSO SFM(Top Evac),1,119,7,112,0,0,1,0,1,2025-01-01T00:00:18
18,PSO SFM(Avoid Top),0,120,8,112,0,0,0,0,0,2025-01-01T00:00:18
18,PSO SFM(Zone Sweep),1,119,7,112,0,0,1,0,1,2025-01-01T00:00:18
18,MFO SFM,2,118,7,112,0,1,1,1,1,2025-01-01T00:00:18
18,ACO SFM,1,119,8,112,0,0,1,1,0,2025-01-01T00:00:18
19,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:19
19,PSO,2,118,8,111,2,0,0,0,2,2025-01-01T00:00:19
19,SFM,3,117,11,108,2,1,0,3,0,2025-01-01T00:00:19
19,PSO SFM(Staff all evacuate),2,118,11,108,1,0,1,0,2,2025-01-01T00:00:19
19,PSO SFM(Staff all assist),0,120,11,109,0,0,0,0,0,2025-01-01T00:00:19
19,PSO SFM(Half Assist),2,118,10,108,0,1,1,0,2,2025-01-01T00:00:19
19,PSO SFM(Assist Mobile),2,118,10,108,0,1,1,0,2,2025-01-01T00:00:19
19,PSO SFM(Assist Elderly),2,118,10,108,0,1,1,0,2,2025-01-01T00:00:19
19,PSO SFM(Top Evac),1,119,10,109,0,0,1,0,1,2025-01-01T00:00:19
19,PSO SFM(Avoid Top),0,120,11,109,0,0,0,0,0,2025-01-01T00:00:19
19,PSO SFM(Zone Sweep),1,119,10,109,0,0,1,0,1,2025-01-01T00:00:19
19,MFO SFM,2,118,9,109,0,1,1,1,1,2025-01-01T00:00:19
19,ACO SFM,4,116,11,108,1,1,2,3,1,2025-01-01T00:00:19
20,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:20
20,PSO,2,118,7,111,2,0,0,0,2,2025-01-01T00:00:20
20,SFM,5,115,9,108,3,1,1,5,0,2025-01-01T00:00:20
20,PSO SFM(Staff all evacuate),3,117,10,108,1,1,1,0,3,2025-01-01T00:00:20
20,PSO SFM(Staff all assist),0,120,12,108,0,0,0,0,0,2025-01-01T00:00:20
20,PSO SFM(Half Assist),3,117,10,108,1,1,1,0,3,2025-01-01T00:00:20
20,PSO SFM(Assist Mobile),3,117,10,108,1,1,1,0,3,2025-01-01T00:00:20
20,PSO SFM(Assist Elderly),4,116,10,108,1,2,1,1,3,2025-01-01T00:00:20
20,PSO SFM(Top Evac),3,117,11,108,2,0,1,1,2,2025-01-01T00:00:20
20,PSO SFM(Avoid Top),1,119,12,108,1,0,0,1,0,2025-01-01T00:00:20
20,PSO SFM(Zone Sweep),3,117,11,108,2,0,1,1,2,2025-01-01T00:00:20
20,MFO SFM,3,117,10,108,1,1,1,2,1,2025-01-01T00:00:20
20,ACO SFM,5,115,8,108,2,1,2,4,1,2025-01-01T00:00:20
21,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:21
21,PSO,3,117,9,109,2,1,0,0,3,2025-01-01T00:00:21
21,SFM,7,113,11,104,5,1,1,7,0,2025-01-01T00:00:21
21,PSO SFM(Staff all evacuate),3,117,12,105,1,1,1,0,3,2025-01-01T00:00:21
21,PSO SFM(Staff all assist),1,119,15,105,0,1,0,1,0,2025-01-01T00:00:21
21,PSO SFM(Half Assist),4,116,12,105,1,2,1,1,3,2025-01-01T00:00:21
21,PSO SFM(Assist Mobile),5,115,11,106,1,3,1,1,4,2025-01-01T00:00:21
21,PSO SFM(Assist Elderly),5,115,12,104,1,3,1,1,4,2025-01-01T00:00:21
21,PSO SFM(Top Evac),4,116,11,106,2,1,1,2,2,2025-01-01T00:00:21
21,PSO SFM(Avoid Top),2,118,13,106,1,1,0,2,0,2025-01-01T00:00:21
21,PSO SFM(Zone Sweep),4,116,11,106,2,1,1,2,2,2025-01-01T00:00:21
21,MFO SFM,3,117,12,105,1,1,1,2,1,2025-01-01T00:00:21
21,ACO SFM,6,114,11,104,3,1,2,5,1,2025-01-01T00:00:21
22,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:22
22,PSO,3,117,8,109,2,1,0,0,3,2025-01-01T00:00:22
22,SFM,7,113,9,104,5,1,1,7,0,2025-01-01T00:00:22
22,PSO SFM(Staff all evacuate),3,117,13,104,1,1,1,0,3,2025-01-01T00:00:22
22,PSO SFM(Staff all assist),2,118,15,104,1,1,0,2,0,2025-01-01T00:00:22
22,PSO SFM(Half Assist),5,115,12,104,2,2,1,2,3,2025-01-01T00:00:22
22,PSO SFM(Assist Mobile),5,115,11,104,1,3,1,1,4,2025-01-01T00:00:22
22,PSO SFM(Assist Elderly),5,115,11,104,1,3,1,1,4,2025-01-01T00:00:22
22,PSO SFM(Top Evac),4,116,12,104,2,1,1,2,2,2025-01-01T00:00:22
22,PSO SFM(Avoid Top),2,118,14,104,1,1,0,2,0,2025-01-01T00:00:22
22,PSO SFM(Zone Sweep),4,116,12,104,2,1,1,2,2,2025-01-01T00:00:22
22,MFO SFM,3,117,13,104,1,1,1,2,1,2025-01-01T00:00:22
22,ACO SFM,8,112,10,104,4,2,2,7,1,2025-01-01T00:00:22
23,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:23
23,PSO,3,117,9,108,2,1,0,0,3,2025-01-01T00:00:23
23,SFM,9,111,13,100,6,1,2,8,1,2025-01-01T00:00:23
23,PSO SFM(Staff all evacuate),5,115,16,101,2,2,1,2,3,2025-01-01T00:00:23
23,PSO SFM(Staff all assist),3,117,17,101,2,1,0,3,0,2025-01-01T00:00:23
23,PSO SFM(Half Assist),6,114,14,101,3,2,1,3,3,2025-01-01T00:00:23
23,PSO SFM(Assist Mobile),6,114,13,102,2,3,1,2,4,2025-01-01T00:00:23
23,PSO SFM(Assist Elderly),6,114,15,100,1,3,2,2,4,2025-01-01T00:00:23
23,PSO SFM(Top Evac),5,115,14,102,2,2,1,2,3,2025-01-01T00:00:23
23,PSO SFM(Avoid Top),4,116,16,102,3,1,0,4,0,2025-01-01T00:00:23
23,PSO SFM(Zone Sweep),5,115,14,102,2,2,1,2,3,2025-01-01T00:00:23
23,MFO SFM,4,116,16,101,2,1,1,3,1,2025-01-01T00:00:23
23,ACO SFM,8,112,11,101,4,2,2,7,1,2025-01-01T00:00:23
24,Random,0,120,0,120,0,0,0,0,0,2025-01-01T00:00:24
24,PSO,4,116,10,107,3,1,0,0,4,2025-01-01T00:00:24
24,SFM,10,110,11,100,7,1,2,9,1,2025-01-01T00:00:24
