timestamp,algorithm,evacuated,deaths,deaths_floor_0,evacuated_age_adults,evacuated_age_children,evacuated_age_elderly,evacuated_stafftype_civilian,evacuated_stafftype_staff,datetime
1,PSO SFM(Zone Sweep),4,116,116,1,0,3,4,0,2025-01-01T00:00:01
1,MFO SFM,3,117,118,1,0,2,3,0,2025-01-01T00:00:01
1,ACO SFM,6,114,117,4,0,2,6,0,2025-01-01T00:00:01
2,Random,1,119,119,1,0,0,1,0,2025-01-01T00:00:02
2,PSO,12,108,113,6,4,2,0,12,2025-01-01T00:00:02
2,SFM,8,112,114,6,0,2,8,0,2025-01-01T00:00:02
2,PSO SFM(Staff all evacuate),5,115,117,3,0,2,5,0,2025-01-01T00:00:02
2,PSO SFM(Staff all assist),5,115,116,2,0,3,5,0,2025-01-01T00:00:02
2,PSO SFM(Half Assist),8,112,116,5,0,3,8,0,2025-01-01T00:00:02
2,PSO SFM(Assist Mobile),5,115,117,3,0,2,5,0,2025-01-01T00:00:02
2,PSO SFM(Assist Elderly),7,113,116,4,0,3,7,0,2025-01-01T00:00:02
2,PSO SFM(Top Evac),4,116,116,1,0,3,4,0,2025-01-01T00:00:02
2,PSO SFM(Avoid Top),7,113,116,4,0,3,7,0,2025-01-01T00:00:02
2,PSO SFM(Zone Sweep),6,114,116,3,0,3,6,0,2025-01-01T00:00:02
2,MFO SFM,6,114,117,4,0,2,6,0,2025-01-01T00:00:02
2,ACO SFM,8,112,114,6,0,2,8,0,2025-01-01T00:00:02
3,Random,1,119,119,1,0,0,1,0,2025-01-01T00:00:03
3,PSO,16,104,108,7,5,4,0,16,2025-01-01T00:00:03
3,SFM,9,111,112,7,0,2,9,0,2025-01-01T00:00:03
3,PSO SFM(Staff all evacuate),7,113,115,4,0,3,7,0,2025-01-01T00:00:03
3,PSO SFM(Staff all assist),6,114,115,3,0,3,6,0,2025-01-01T00:00:03
3,PSO SFM(Half Assist),8,112,112,5,0,3,8,0,2025-01-01T00:00:03
3,PSO SFM(Assist Mobile),7,113,115,5,0,2,7,0,2025-01-01T00:00:03
3,PSO SFM(Assist Elderly),7,113,113,4,0,3,7,0,2025-01-01T00:00:03
3,PSO SFM(Top Evac),7,113,116,4,0,3,7,0,2025-01-01T00:00:03
3,PSO SFM(Avoid Top),8,112,113,5,0,3,8,0,2025-01-01T00:00:03
3,PSO SFM(Zone Sweep),8,112,114,5,0,3,8,0,2025-01-01T00:00:03
3,MFO SFM,8,112,114,6,0,2,8,0,2025-01-01T00:00:03
3,ACO SFM,9,111,112,6,0,3,9,0,2025-01-01T00:00:03
4,Random,2,118,119,2,0,0,2,0,2025-01-01T00:00:04
4,PSO,20,100,104,9,5,6,0,20,2025-01-01T00:00:04
4,SFM,11,109,111,7,0,4,11,0,2025-01-01T00:00:04
4,PSO SFM(Staff all evacuate),8,112,113,5,0,3,8,0,2025-01-01T00:00:04
4,PSO SFM(Staff all assist),9,111,114,6,0,3,9,0,2025-01-01T00:00:04
4,PSO SFM(Half Assist),10,110,112,7,0,3,10,0,2025-01-01T00:00:04
4,PSO SFM(Assist Mobile),7,113,113,5,0,2,7,0,2025-01-01T00:00:04
4,PSO SFM(Assist Elderly),10,110,113,6,0,4,10,0,2025-01-01T00:00:04
4,PSO SFM(Top Evac),10,110,113,6,0,4,10,0,2025-01-01T00:00:04
4,PSO SFM(Avoid Top),10,110,112,7,0,3,10,0,2025-01-01T00:00:04
4,PSO SFM(Zone Sweep),9,111,112,5,0,4,9,0,2025-01-01T00:00:04
4,MFO SFM,10,110,112,8,0,2,10,0,2025-01-01T00:00:04
4,ACO SFM,11,109,111,7,0,4,11,0,2025-01-01T00:00:04
5,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:05
5,PSO,26,94,100,14,6,6,0,26,2025-01-01T00:00:05
5,SFM,14,106,109,8,1,5,14,0,2025-01-01T00:00:05
5,PSO SFM(Staff all evacuate),10,110,112,7,0,3,9,1,2025-01-01T00:00:05
5,PSO SFM(Staff all assist),9,111,111,6,0,3,9,0,2025-01-01T00:00:05
5,PSO SFM(Half Assist),10,110,110,7,0,3,10,0,2025-01-01T00:00:05
5,PSO SFM(Assist Mobile),9,111,113,7,0,2,9,0,2025-01-01T00:00:05
5,PSO SFM(Assist Elderly),10,110,110,6,0,4,10,0,2025-01-01T00:00:05
5,PSO SFM(Top Evac),10,110,110,6,0,4,10,0,2025-01-01T00:00:05
5,PSO SFM(Avoid Top),10,110,110,7,0,3,10,0,2025-01-01T00:00:05
5,PSO SFM(Zone Sweep),11,109,111,7,0,4,11,0,2025-01-01T00:00:05
5,MFO SFM,12,108,110,8,1,3,12,0,2025-01-01T00:00:05
5,ACO SFM,12,108,109,8,0,4,12,0,2025-01-01T00:00:05
6,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:06
6,PSO,30,90,94,18,6,6,0,30,2025-01-01T00:00:06
6,SFM,15,105,106,9,1,5,15,0,2025-01-01T00:00:06
6,PSO SFM(Staff all evacuate),11,109,110,7,0,4,9,2,2025-01-01T00:00:06
6,PSO SFM(Staff all assist),11,109,111,7,0,4,11,0,2025-01-01T00:00:06
6,PSO SFM(Half Assist),14,106,110,9,0,5,13,1,2025-01-01T00:00:06
6,PSO SFM(Assist Mobile),10,110,111,8,0,2,9,1,2025-01-01T00:00:06
6,PSO SFM(Assist Elderly),12,108,110,7,0,5,10,2,2025-01-01T00:00:06
6,PSO SFM(Top Evac),12,108,110,7,0,5,12,0,2025-01-01T00:00:06
6,PSO SFM(Avoid Top),12,108,110,9,0,3,12,0,2025-01-01T00:00:06
6,PSO SFM(Zone Sweep),12,108,109,8,0,4,12,0,2025-01-01T00:00:06
6,MFO SFM,13,107,108,9,1,3,13,0,2025-01-01T00:00:06
6,ACO SFM,13,107,108,8,0,5,13,0,2025-01-01T00:00:06
7,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:07
7,PSO,35,85,90,19,6,10,0,35,2025-01-01T00:00:07
7,SFM,19,101,105,10,2,7,19,0,2025-01-01T00:00:07
7,PSO SFM(Staff all evacuate),14,106,109,7,0,7,10,4,2025-01-01T00:00:07
7,PSO SFM(Staff all assist),12,108,109,7,0,5,12,0,2025-01-01T00:00:07
7,PSO SFM(Half Assist),16,104,106,11,0,5,15,1,2025-01-01T00:00:07
7,PSO SFM(Assist Mobile),13,107,110,10,0,3,12,1,2025-01-01T00:00:07
7,PSO SFM(Assist Elderly),15,105,108,9,0,6,12,3,2025-01-01T00:00:07
7,PSO SFM(Top Evac),13,107,108,8,0,5,13,0,2025-01-01T00:00:07
7,PSO SFM(Avoid Top),14,106,108,10,0,4,14,0,2025-01-01T00:00:07
7,PSO SFM(Zone Sweep),13,107,108,8,0,5,13,0,2025-01-01T00:00:07
7,MFO SFM,15,105,107,10,1,4,15,0,2025-01-01T00:00:07
7,ACO SFM,15,105,107,9,0,6,15,0,2025-01-01T00:00:07
8,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:08
8,PSO,37,83,85,20,6,11,0,37,2025-01-01T00:00:08
8,SFM,21,99,101,10,2,9,20,1,2025-01-01T00:00:08
8,PSO SFM(Staff all evacuate),14,106,106,7,0,7,10,4,2025-01-01T00:00:08
8,PSO SFM(Staff all assist),14,106,108,9,0,5,14,0,2025-01-01T00:00:08
8,PSO SFM(Half Assist),17,103,104,11,0,6,16,1,2025-01-01T00:00:08
8,PSO SFM(Assist Mobile),16,104,107,11,0,5,14,2,2025-01-01T00:00:08
8,PSO SFM(Assist Elderly),17,103,105,9,0,8,14,3,2025-01-01T00:00:08
8,PSO SFM(Top Evac),15,105,107,9,1,5,15,0,2025-01-01T00:00:08
8,PSO SFM(Avoid Top),16,104,106,10,1,5,16,0,2025-01-01T00:00:08
8,PSO SFM(Zone Sweep),14,106,107,9,0,5,14,0,2025-01-01T00:00:08
8,MFO SFM,15,105,105,10,1,4,15,0,2025-01-01T00:00:08
8,ACO SFM,19,101,105,10,1,8,19,0,2025-01-01T00:00:08
9,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:09
9,PSO,38,82,83,21,6,11,0,38,2025-01-01T00:00:09
9,SFM,24,96,99,12,2,10,23,1,2025-01-01T00:00:09
9,PSO SFM(Staff all evacuate),15,105,106,8,0,7,11,4,2025-01-01T00:00:09
9,PSO SFM(Staff all assist),17,103,106,11,0,6,17,0,2025-01-01T00:00:09
9,PSO SFM(Half Assist),18,102,103,12,0,6,17,1,2025-01-01T00:00:09
9,PSO SFM(Assist Mobile),17,103,104,11,0,6,14,3,2025-01-01T00:00:09
9,PSO SFM(Assist Elderly),20,100,103,9,0,11,14,6,2025-01-01T00:00:09
9,PSO SFM(Top Evac),17,103,105,10,1,6,17,0,2025-01-01T00:00:09
9,PSO SFM(Avoid Top),18,102,104,10,1,7,18,0,2025-01-01T00:00:09
9,PSO SFM(Zone Sweep),17,103,106,11,0,6,17,0,2025-01-01T00:00:09
9,MFO SFM,17,103,105,10,1,6,17,0,2025-01-01T00:00:09
9,ACO SFM,21,99,101,11,1,9,21,0,2025-01-01T00:00:09
10,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:10
10,PSO,40,80,82,22,6,12,0,40,2025-01-01T00:00:10
10,SFM,27,93,96,13,2,12,25,2,2025-01-01T00:00:10
10,PSO SFM(Staff all evacuate),19,101,105,12,0,7,13,6,2025-01-01T00:00:10
10,PSO SFM(Staff all assist),17,103,103,11,0,6,17,0,2025-01-01T00:00:10
10,PSO SFM(Half Assist),20,100,102,13,0,7,18,2,2025-01-01T00:00:10
10,PSO SFM(Assist Mobile),19,101,103,11,1,7,15,4,2025-01-01T00:00:10
10,PSO SFM(Assist Elderly),23,97,100,10,0,13,17,6,2025-01-01T00:00:10
10,PSO SFM(Top Evac),18,102,103,10,1,7,18,0,2025-01-01T00:00:10
10,PSO SFM(Avoid Top),18,102,102,10,1,7,18,0,2025-01-01T00:00:10
10,PSO SFM(Zone Sweep),17,103,103,11,0,6,17,0,2025-01-01T00:00:10
10,MFO SFM,19,101,103,12,1,6,18,1,2025-01-01T00:00:10
10,ACO SFM,23,97,99,13,1,9,22,1,2025-01-01T00:00:10
11,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:11
11,PSO,43,77,80,24,6,13,0,43,2025-01-01T00:00:11
11,SFM,29,91,93,13,3,13,27,2,2025-01-01T00:00:11
11,PSO SFM(Staff all evacuate),22,98,101,13,0,9,15,7,2025-01-01T00:00:11
11,PSO SFM(Staff all assist),18,102,103,12,0,6,18,0,2025-01-01T00:00:11
11,PSO SFM(Half Assist),21,99,100,13,0,8,18,3,2025-01-01T00:00:11
11,PSO SFM(Assist Mobile),21,99,101,13,1,7,16,5,2025-01-01T00:00:11
11,PSO SFM(Assist Elderly),23,97,97,10,0,13,17,6,2025-01-01T00:00:11
11,PSO SFM(Top Evac),18,102,102,10,1,7,18,0,2025-01-01T00:00:11
11,PSO SFM(Avoid Top),19,101,102,11,1,7,19,0,2025-01-01T00:00:11
11,PSO SFM(Zone Sweep),17,103,103,11,0,6,17,0,2025-01-01T00:00:11
11,MFO SFM,20,100,101,12,1,7,19,1,2025-01-01T00:00:11
11,ACO SFM,25,95,97,14,1,10,24,1,2025-01-01T00:00:11
12,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:12
12,PSO,47,73,77,26,7,14,0,47,2025-01-01T00:00:12
12,SFM,32,88,91,15,3,14,30,2,2025-01-01T00:00:12
12,PSO SFM(Staff all evacuate),22,98,98,13,0,9,15,7,2025-01-01T00:00:12
12,PSO SFM(Staff all assist),19,101,102,12,0,7,19,0,2025-01-01T00:00:12
12,PSO SFM(Half Assist),24,96,99,15,1,8,21,3,2025-01-01T00:00:12
12,PSO SFM(Assist Mobile),23,97,99,14,2,7,18,5,2025-01-01T00:00:12
12,PSO SFM(Assist Elderly),24,96,97,11,0,13,17,7,2025-01-01T00:00:12
12,PSO SFM(Top Evac),21,99,102,10,2,9,21,0,2025-01-01T00:00:12
12,PSO SFM(Avoid Top),22,98,101,12,2,8,22,0,2025-01-01T00:00:12
12,PSO SFM(Zone Sweep),20,100,103,11,1,8,20,0,2025-01-01T00:00:12
12,MFO SFM,21,99,100,12,1,8,20,1,2025-01-01T00:00:12
12,ACO SFM,26,94,95,15,1,10,25,1,2025-01-01T00:00:12
13,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:13
13,PSO,50,70,73,27,8,15,0,50,2025-01-01T00:00:13
13,SFM,36,84,88,18,4,14,34,2,2025-01-01T00:00:13
13,PSO SFM(Staff all evacuate),23,97,98,13,0,10,16,7,2025-01-01T00:00:13
13,PSO SFM(Staff all assist),22,98,101,14,0,8,22,0,2025-01-01T00:00:13
13,PSO SFM(Half Assist),27,93,96,15,2,10,24,3,2025-01-01T00:00:13
13,PSO SFM(Assist Mobile),24,96,97,15,2,7,19,5,2025-01-01T00:00:13
13,PSO SFM(Assist Elderly),25,95,96,12,0,13,18,7,2025-01-01T00:00:13
13,PSO SFM(Top Evac),25,95,99,14,2,9,25,0,2025-01-01T00:00:13
13,PSO SFM(Avoid Top),22,98,98,12,2,8,22,0,2025-01-01T00:00:13
13,PSO SFM(Zone Sweep),21,99,100,11,1,9,21,0,2025-01-01T00:00:13
13,MFO SFM,23,97,99,13,1,9,22,1,2025-01-01T00:00:13
13,ACO SFM,27,93,94,15,1,11,26,1,2025-01-01T00:00:13
14,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:14
14,PSO,52,68,70,27,9,16,0,52,2025-01-01T00:00:14
14,SFM,37,83,84,18,4,15,35,2,2025-01-01T00:00:14
14,PSO SFM(Staff all evacuate),23,97,97,13,0,10,16,7,2025-01-01T00:00:14
14,PSO SFM(Staff all assist),24,96,98,15,0,9,24,0,2025-01-01T00:00:14
14,PSO SFM(Half Assist),27,93,93,15,2,10,24,3,2025-01-01T00:00:14
14,PSO SFM(Assist Mobile),25,95,96,15,2,8,20,5,2025-01-01T00:00:14
14,PSO SFM(Assist Elderly),27,93,95,14,0,13,19,8,2025-01-01T00:00:14
14,PSO SFM(Top Evac),25,95,95,14,2,9,25,0,2025-01-01T00:00:14
14,PSO SFM(Avoid Top),25,95,98,13,2,10,25,0,2025-01-01T00:00:14
14,PSO SFM(Zone Sweep),26,94,99,14,2,10,26,0,2025-01-01T00:00:14
14,MFO SFM,23,97,97,13,1,9,22,1,2025-01-01T00:00:14
14,ACO SFM,28,92,93,15,1,12,26,2,2025-01-01T00:00:14
15,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:15
15,PSO,53,67,68,27,9,17,0,53,2025-01-01T00:00:15
15,SFM,37,83,83,18,4,15,35,2,2025-01-01T00:00:15
15,PSO SFM(Staff all evacuate),25,95,97,14,0,11,18,7,2025-01-01T00:00:15
15,PSO SFM(Staff all assist),25,95,96,15,0,10,25,0,2025-01-01T00:00:15
15,PSO SFM(Half Assist),31,89,93,16,2,13,27,4,2025-01-01T00:00:15
15,PSO SFM(Assist Mobile),27,93,95,15,2,10,21,6,2025-01-01T00:00:15
15,PSO SFM(Assist Elderly),28,92,93,15,0,13,20,8,2025-01-01T00:00:15
15,PSO SFM(Top Evac),27,93,95,15,3,9,27,0,2025-01-01T00:00:15
15,PSO SFM(Avoid Top),28,92,95,15,2,11,28,0,2025-01-01T00:00:15
15,PSO SFM(Zone Sweep),27,93,94,15,2,10,27,0,2025-01-01T00:00:15
15,MFO SFM,24,96,97,14,1,9,23,1,2025-01-01T00:00:15
15,ACO SFM,30,90,92,15,1,14,26,4,2025-01-01T00:00:15
16,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:16
16,PSO,55,65,67,27,10,18,0,55,2025-01-01T00:00:16
16,SFM,39,81,83,19,4,16,37,2,2025-01-01T00:00:16
16,PSO SFM(Staff all evacuate),26,94,95,14,0,12,18,8,2025-01-01T00:00:16
16,PSO SFM(Staff all assist),26,94,95,16,0,10,26,0,2025-01-01T00:00:16
16,PSO SFM(Half Assist),31,89,89,16,2,13,27,4,2025-01-01T00:00:16
16,PSO SFM(Assist Mobile),28,92,93,16,2,10,21,7,2025-01-01T00:00:16
16,PSO SFM(Assist Elderly),30,90,92,16,0,14,22,8,2025-01-01T00:00:16
16,PSO SFM(Top Evac),29,91,93,17,3,9,29,0,2025-01-01T00:00:16
16,PSO SFM(Avoid Top),29,91,92,16,2,11,29,0,2025-01-01T00:00:16
16,PSO SFM(Zone Sweep),28,92,93,16,2,10,28,0,2025-01-01T00:00:16
16,MFO SFM,25,95,96,15,1,9,24,1,2025-01-01T00:00:16
16,ACO SFM,31,89,90,16,1,14,27,4,2025-01-01T00:00:16
17,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:17
17,PSO,56,64,65,27,10,19,0,56,2025-01-01T00:00:17
17,SFM,41,79,81,19,4,18,38,3,2025-01-01T00:00:17
17,PSO SFM(Staff all evacuate),27,93,94,15,0,12,19,8,2025-01-01T00:00:17
17,PSO SFM(Staff all assist),29,91,94,16,1,12,29,0,2025-01-01T00:00:17
17,PSO SFM(Half Assist),33,87,89,16,3,14,29,4,2025-01-01T00:00:17
17,PSO SFM(Assist Mobile),30,90,92,17,2,11,23,7,2025-01-01T00:00:17
17,PSO SFM(Assist Elderly),32,88,90,17,0,15,24,8,2025-01-01T00:00:17
17,PSO SFM(Top Evac),34,86,91,18,4,12,34,0,2025-01-01T00:00:17
17,PSO SFM(Avoid Top),30,90,91,16,3,11,30,0,2025-01-01T00:00:17
17,PSO SFM(Zone Sweep),29,91,92,16,3,10,29,0,2025-01-01T00:00:17
17,MFO SFM,25,95,95,15,1,9,24,1,2025-01-01T00:00:17
17,ACO SFM,33,87,89,17,2,14,29,4,2025-01-01T00:00:17
18,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:18
18,PSO,58,62,64,29,10,19,0,58,2025-01-01T00:00:18
18,SFM,41,79,79,19,4,18,38,3,2025-01-01T00:00:18
18,PSO SFM(Staff all evacuate),31,89,93,17,0,14,23,8,2025-01-01T00:00:18
18,PSO SFM(Staff all assist),30,90,91,16,2,12,30,0,2025-01-01T00:00:18
18,PSO SFM(Half Assist),35,85,87,16,3,16,31,4,2025-01-01T00:00:18
18,PSO SFM(Assist Mobile),31,89,90,17,3,11,23,8,2025-01-01T00:00:18
18,PSO SFM(Assist Elderly),33,87,88,17,0,16,24,9,2025-01-01T00:00:18
18,PSO SFM(Top Evac),34,86,86,18,4,12,34,0,2025-01-01T00:00:18
18,PSO SFM(Avoid Top),31,89,90,16,3,12,31,0,2025-01-01T00:00:18
18,PSO SFM(Zone Sweep),32,88,91,18,3,11,32,0,2025-01-01T00:00:18
18,MFO SFM,29,91,95,15,1,13,26,3,2025-01-01T00:00:18
18,ACO SFM,33,87,87,17,2,14,29,4,2025-01-01T00:00:18
19,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:19
19,PSO,59,61,62,30,10,19,0,59,2025-01-01T00:00:19
19,SFM,42,78,79,20,4,18,39,3,2025-01-01T00:00:19
19,PSO SFM(Staff all evacuate),32,88,89,17,1,14,23,9,2025-01-01T00:00:19
19,PSO SFM(Staff all assist),31,89,90,17,2,12,31,0,2025-01-01T00:00:19
19,PSO SFM(Half Assist),35,85,85,16,3,16,31,4,2025-01-01T00:00:19
19,PSO SFM(Assist Mobile),34,86,89,17,4,13,26,8,2025-01-01T00:00:19
19,PSO SFM(Assist Elderly),35,85,87,17,1,17,26,9,2025-01-01T00:00:19
19,PSO SFM(Top Evac),36,84,86,19,4,13,36,0,2025-01-01T00:00:19
19,PSO SFM(Avoid Top),31,89,89,16,3,12,31,0,2025-01-01T00:00:19
19,PSO SFM(Zone Sweep),34,86,88,19,4,11,34,0,2025-01-01T00:00:19
19,MFO SFM,29,91,91,15,1,13,26,3,2025-01-01T00:00:19
19,ACO SFM,36,84,87,18,4,14,32,4,2025-01-01T00:00:19
20,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:20
20,PSO,61,59,61,31,10,20,0,61,2025-01-01T00:00:20
20,SFM,42,78,78,20,4,18,39,3,2025-01-01T00:00:20
20,PSO SFM(Staff all evacuate),36,84,88,19,3,14,26,10,2025-01-01T00:00:20
20,PSO SFM(Staff all assist),31,89,89,17,2,12,31,0,2025-01-01T00:00:20
20,PSO SFM(Half Assist),37,83,85,17,3,17,32,5,2025-01-01T00:00:20
20,PSO SFM(Assist Mobile),37,83,86,19,4,14,28,9,2025-01-01T00:00:20
20,PSO SFM(Assist Elderly),36,84,85,17,1,18,27,9,2025-01-01T00:00:20
20,PSO SFM(Top Evac),37,83,84,19,4,14,37,0,2025-01-01T00:00:20
20,PSO SFM(Avoid Top),33,87,89,17,3,13,33,0,2025-01-01T00:00:20
20,PSO SFM(Zone Sweep),34,86,86,19,4,11,34,0,2025-01-01T00:00:20
20,MFO SFM,30,90,91,15,2,13,27,3,2025-01-01T00:00:20
20,ACO SFM,38,82,84,19,4,15,34,4,2025-01-01T00:00:20
21,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:21
21,PSO,62,58,59,31,10,21,0,62,2025-01-01T00:00:21
21,SFM,43,77,78,21,4,18,40,3,2025-01-01T00:00:21
21,PSO SFM(Staff all evacuate),37,83,84,19,3,15,27,10,2025-01-01T00:00:21
21,PSO SFM(Staff all assist),34,86,89,18,3,13,34,0,2025-01-01T00:00:21
21,PSO SFM(Half Assist),40,80,83,18,4,18,35,5,2025-01-01T00:00:21
21,PSO SFM(Assist Mobile),38,82,83,19,5,14,29,9,2025-01-01T00:00:21
21,PSO SFM(Assist Elderly),37,83,84,17,1,19,28,9,2025-01-01T00:00:21
21,PSO SFM(Top Evac),39,81,83,20,4,15,39,0,2025-01-01T00:00:21
21,PSO SFM(Avoid Top),34,86,87,17,3,14,34,0,2025-01-01T00:00:21
21,PSO SFM(Zone Sweep),35,85,86,19,4,12,35,0,2025-01-01T00:00:21
21,MFO SFM,30,90,90,15,2,13,27,3,2025-01-01T00:00:21
21,ACO SFM,38,82,82,19,4,15,34,4,2025-01-01T00:00:21
22,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:22
22,PSO,63,57,58,31,10,22,0,63,2025-01-01T00:00:22
22,SFM,44,76,77,21,5,18,40,4,2025-01-01T00:00:22
22,PSO SFM(Staff all evacuate),37,83,83,19,3,15,27,10,2025-01-01T00:00:22
22,PSO SFM(Staff all assist),35,85,86,19,3,13,35,0,2025-01-01T00:00:22
22,PSO SFM(Half Assist),40,80,80,18,4,18,35,5,2025-01-01T00:00:22
22,PSO SFM(Assist Mobile),41,79,82,20,5,16,32,9,2025-01-01T00:00:22
22,PSO SFM(Assist Elderly),40,80,83,18,2,20,31,9,2025-01-01T00:00:22
22,PSO SFM(Top Evac),40,80,81,20,4,16,40,0,2025-01-01T00:00:22
22,PSO SFM(Avoid Top),36,84,86,19,3,14,36,0,2025-01-01T00:00:22
22,PSO SFM(Zone Sweep),37,83,85,19,4,14,37,0,2025-01-01T00:00:22
22,MFO SFM,32,88,90,16,2,14,28,4,2025-01-01T00:00:22
22,ACO SFM,39,81,82,19,4,16,35,4,2025-01-01T00:00:22
23,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:23
23,PSO,66,54,57,33,11,22,0,66,2025-01-01T00:00:23
23,SFM,46,74,76,22,5,19,42,4,2025-01-01T00:00:23
23,PSO SFM(Staff all evacuate),37,83,83,19,3,15,27,10,2025-01-01T00:00:23
23,PSO SFM(Staff all assist),36,84,85,20,3,13,36,0,2025-01-01T00:00:23
23,PSO SFM(Half Assist),44,76,80,21,5,18,39,5,2025-01-01T00:00:23
23,PSO SFM(Assist Mobile),43,77,79,20,5,18,33,10,2025-01-01T00:00:23
23,PSO SFM(Assist Elderly),42,78,80,19,3,20,32,10,2025-01-01T00:00:23
23,PSO SFM(Top Evac),41,79,80,21,4,16,41,0,2025-01-01T00:00:23
23,PSO SFM(Avoid Top),36,84,84,19,3,14,36,0,2025-01-01T00:00:23
23,PSO SFM(Zone Sweep),40,80,83,21,4,15,40,0,2025-01-01T00:00:23
23,MFO SFM,32,88,88,16,2,14,28,4,2025-01-01T00:00:23
23,ACO SFM,40,80,81,20,4,16,36,4,2025-01-01T00:00:23
24,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:24
24,PSO,67,53,54,34,11,22,0,67,2025-01-01T00:00:24
24,SFM,48,72,74,23,5,20,44,4,2025-01-01T00:00:24
24,PSO SFM(Staff all evacuate),37,83,83,19,3,15,27,10,2025-01-01T00:00:24
24,PSO SFM(Staff all assist),38,82,84,21,4,13,38,0,2025-01-01T00:00:24
24,PSO SFM(Half Assist),44,76,76,21,5,18,39,5,2025-01-01T00:00:24
24,PSO SFM(Assist Mobile),43,77,77,20,5,18,33,10,2025-01-01T00:00:24
24,PSO SFM(Assist Elderly),43,77,78,19,3,21,32,11,2025-01-01T00:00:24
24,PSO SFM(Top Evac),42,78,79,22,4,16,42,0,2025-01-01T00:00:24
24,PSO SFM(Avoid Top),38,82,84,20,4,14,38,0,2025-01-01T00:00:24
24,PSO SFM(Zone Sweep),41,79,80,21,4,16,41,0,2025-01-01T00:00:24
24,MFO SFM,33,87,88,16,3,14,29,4,2025-01-01T00:00:24
24,ACO SFM,42,78,80,21,4,17,38,4,2025-01-01T00:00:24
25,Random,2,118,118,2,0,0,2,0,2025-01-01T00:00:25
25,PSO,67,53,53,34,11,22,0,67,2025-01-01T00:00:25
25,SFM,49,71,72,24,5,20,45,4,2025-01-01T00:00:25
25,PSO SFM(Staff all evacuate),38,82,83,19,3,16,28,10,2025-01-01T00:00:25
25,PSO SFM(Staff all assist),40,80,82,23,4,13,40,0,2025-01-01T00:00:25
25,PSO SFM(Half Assist),44,76,76,21,5,18,39,5,2025-01-01T00:00:25
