timestamp,algorithm,evacuated,deaths,deaths_floor_0,deaths_floor_1,deaths_floor_2,evacuated_age_elderly,evacuated_stafftype_civilian,evacuated_stafftype_staff,datetime
1,PSO SFM(Avoid Top),2,118,0,0,0,2,2,0,2025-01-01T00:00:01
1,PSO SFM(Zone Sweep),2,118,0,0,0,2,2,0,2025-01-01T00:00:01
1,MFO SFM,2,118,0,0,0,2,2,0,2025-01-01T00:00:01
1,ACO SFM,2,118,0,0,0,2,2,0,2025-01-01T00:00:01
2,Random,0,120,0,0,0,0,0,0,2025-01-01T00:00:02
2,PSO,6,114,0,0,0,6,0,6,2025-01-01T00:00:02
2,SFM,5,115,0,0,0,5,5,0,2025-01-01T00:00:02
2,PSO SFM(Staff all evacuate),2,118,0,0,0,2,2,0,2025-01-01T00:00:02
2,PSO SFM(Staff all assist),3,117,0,0,0,3,3,0,2025-01-01T00:00:02
2,PSO SFM(Half Assist),3,117,0,0,0,3,3,0,2025-01-01T00:00:02
2,PSO SFM(Assist Mobile),2,118,0,0,0,2,2,0,2025-01-01T00:00:02
2,PSO SFM(Assist Elderly),3,117,0,0,0,3,3,0,2025-01-01T00:00:02
2,PSO SFM(Top Evac),3,117,0,0,0,3,3,0,2025-01-01T00:00:02
2,PSO SFM(Avoid Top),2,118,0,0,0,2,2,0,2025-01-01T00:00:02
2,PSO SFM(Zone Sweep),2,118,0,0,0,2,2,0,2025-01-01T00:00:02
2,MFO SFM,4,116,0,0,0,4,4,0,2025-01-01T00:00:02
2,ACO SFM,2,118,0,0,0,2,2,0,2025-01-01T00:00:02
3,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:03
3,PSO,7,113,37,40,40,7,0,7,2025-01-01T00:00:03
3,SFM,6,114,38,40,40,6,5,1,2025-01-01T00:00:03
3,PSO SFM(Staff all evacuate),3,117,38,40,40,3,2,1,2025-01-01T00:00:03
3,PSO SFM(Staff all assist),4,116,38,40,40,4,4,0,2025-01-01T00:00:03
3,PSO SFM(Half Assist),3,117,38,40,40,3,3,0,2025-01-01T00:00:03
3,PSO SFM(Assist Mobile),3,117,38,40,40,3,2,1,2025-01-01T00:00:03
3,PSO SFM(Assist Elderly),5,115,38,40,40,5,4,1,2025-01-01T00:00:03
3,PSO SFM(Top Evac),4,116,38,40,40,4,3,1,2025-01-01T00:00:03
3,PSO SFM(Avoid Top),2,118,38,40,40,2,2,0,2025-01-01T00:00:03
3,PSO SFM(Zone Sweep),2,118,38,40,40,2,2,0,2025-01-01T00:00:03
3,MFO SFM,5,115,39,40,40,5,5,0,2025-01-01T00:00:03
3,ACO SFM,4,116,38,40,40,4,3,1,2025-01-01T00:00:03
4,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:04
4,PSO,10,110,37,40,40,10,0,10,2025-01-01T00:00:04
4,SFM,6,114,38,40,40,6,5,1,2025-01-01T00:00:04
4,PSO SFM(Staff all evacuate),4,116,38,40,40,4,3,1,2025-01-01T00:00:04
4,PSO SFM(Staff all assist),5,115,38,40,40,5,5,0,2025-01-01T00:00:04
4,PSO SFM(Half Assist),4,116,38,40,40,4,3,1,2025-01-01T00:00:04
4,PSO SFM(Assist Mobile),5,115,38,40,40,5,4,1,2025-01-01T00:00:04
4,PSO SFM(Assist Elderly),5,115,38,40,40,5,4,1,2025-01-01T00:00:04
4,PSO SFM(Top Evac),5,115,38,40,40,5,4,1,2025-01-01T00:00:04
4,PSO SFM(Avoid Top),3,117,38,40,40,3,3,0,2025-01-01T00:00:04
4,PSO SFM(Zone Sweep),5,115,38,40,40,5,5,0,2025-01-01T00:00:04
4,MFO SFM,5,115,38,40,40,5,5,0,2025-01-01T00:00:04
4,ACO SFM,6,114,38,40,40,6,5,1,2025-01-01T00:00:04
5,Random,1,119,40,40,40,1,0,1,2025-01-01T00:00:05
5,PSO,12,108,34,40,40,12,0,12,2025-01-01T00:00:05
5,SFM,6,114,35,40,40,6,5,1,2025-01-01T00:00:05
5,PSO SFM(Staff all evacuate),6,114,38,40,40,6,5,1,2025-01-01T00:00:05
5,PSO SFM(Staff all assist),5,115,37,40,40,5,5,0,2025-01-01T00:00:05
5,PSO SFM(Half Assist),4,116,37,40,40,4,3,1,2025-01-01T00:00:05
5,PSO SFM(Assist Mobile),6,114,38,40,40,6,5,1,2025-01-01T00:00:05
5,PSO SFM(Assist Elderly),6,114,37,40,40,6,5,1,2025-01-01T00:00:05
5,PSO SFM(Top Evac),6,114,37,40,40,6,5,1,2025-01-01T00:00:05
5,PSO SFM(Avoid Top),5,115,38,40,40,5,5,0,2025-01-01T00:00:05
5,PSO SFM(Zone Sweep),5,115,38,40,40,5,5,0,2025-01-01T00:00:05
5,MFO SFM,5,115,36,40,40,5,5,0,2025-01-01T00:00:05
5,ACO SFM,6,114,38,40,40,6,5,1,2025-01-01T00:00:05
6,Random,1,119,40,40,40,1,0,1,2025-01-01T00:00:06
6,PSO,14,106,33,40,40,14,0,14,2025-01-01T00:00:06
6,SFM,7,113,34,40,40,7,6,1,2025-01-01T00:00:06
6,PSO SFM(Staff all evacuate),6,114,37,40,40,6,5,1,2025-01-01T00:00:06
6,PSO SFM(Staff all assist),5,115,36,40,40,5,5,0,2025-01-01T00:00:06
6,PSO SFM(Half Assist),5,115,37,40,40,5,4,1,2025-01-01T00:00:06
6,PSO SFM(Assist Mobile),6,114,37,40,40,6,5,1,2025-01-01T00:00:06
6,PSO SFM(Assist Elderly),6,114,35,40,40,6,5,1,2025-01-01T00:00:06
6,PSO SFM(Top Evac),6,114,36,40,40,6,5,1,2025-01-01T00:00:06
6,PSO SFM(Avoid Top),5,115,38,40,40,5,5,0,2025-01-01T00:00:06
6,PSO SFM(Zone Sweep),5,115,38,40,40,5,5,0,2025-01-01T00:00:06
6,MFO SFM,5,115,35,40,40,5,5,0,2025-01-01T00:00:06
6,ACO SFM,7,113,36,40,40,7,6,1,2025-01-01T00:00:06
7,Random,1,119,40,40,40,1,0,1,2025-01-01T00:00:07
7,PSO,16,104,30,40,40,16,0,16,2025-01-01T00:00:07
7,SFM,8,112,34,40,40,8,7,1,2025-01-01T00:00:07
7,PSO SFM(Staff all evacuate),6,114,36,40,40,6,5,1,2025-01-01T00:00:07
7,PSO SFM(Staff all assist),5,115,35,40,40,5,5,0,2025-01-01T00:00:07
7,PSO SFM(Half Assist),5,115,36,40,40,5,4,1,2025-01-01T00:00:07
7,PSO SFM(Assist Mobile),6,114,35,40,40,6,5,1,2025-01-01T00:00:07
7,PSO SFM(Assist Elderly),6,114,35,40,40,6,5,1,2025-01-01T00:00:07
7,PSO SFM(Top Evac),7,113,35,40,40,7,6,1,2025-01-01T00:00:07
7,PSO SFM(Avoid Top),6,114,37,40,40,6,6,0,2025-01-01T00:00:07
7,PSO SFM(Zone Sweep),6,114,35,40,40,6,6,0,2025-01-01T00:00:07
7,MFO SFM,6,114,35,40,40,6,5,1,2025-01-01T00:00:07
7,ACO SFM,7,113,34,40,40,7,6,1,2025-01-01T00:00:07
8,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:08
8,PSO,19,101,28,40,40,19,0,19,2025-01-01T00:00:08
8,SFM,9,111,34,40,40,9,8,1,2025-01-01T00:00:08
8,PSO SFM(Staff all evacuate),6,114,34,40,40,6,5,1,2025-01-01T00:00:08
8,PSO SFM(Staff all assist),6,114,35,40,40,6,6,0,2025-01-01T00:00:08
8,PSO SFM(Half Assist),7,113,36,40,40,7,6,1,2025-01-01T00:00:08
8,PSO SFM(Assist Mobile),7,113,34,40,40,7,6,1,2025-01-01T00:00:08
8,PSO SFM(Assist Elderly),7,113,34,40,40,7,6,1,2025-01-01T00:00:08
8,PSO SFM(Top Evac),7,113,34,40,40,7,6,1,2025-01-01T00:00:08
8,PSO SFM(Avoid Top),6,114,35,40,40,6,6,0,2025-01-01T00:00:08
8,PSO SFM(Zone Sweep),6,114,35,40,40,6,6,0,2025-01-01T00:00:08
8,MFO SFM,6,114,35,40,40,6,5,1,2025-01-01T00:00:08
8,ACO SFM,8,112,34,40,40,8,7,1,2025-01-01T00:00:08
9,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:09
9,PSO,22,98,26,40,40,22,0,22,2025-01-01T00:00:09
9,SFM,9,111,33,40,40,9,8,1,2025-01-01T00:00:09
9,PSO SFM(Staff all evacuate),6,114,34,40,40,6,5,1,2025-01-01T00:00:09
9,PSO SFM(Staff all assist),6,114,35,40,40,6,6,0,2025-01-01T00:00:09
9,PSO SFM(Half Assist),7,113,35,40,40,7,6,1,2025-01-01T00:00:09
9,PSO SFM(Assist Mobile),7,113,34,40,40,7,6,1,2025-01-01T00:00:09
9,PSO SFM(Assist Elderly),7,113,34,40,40,7,6,1,2025-01-01T00:00:09
9,PSO SFM(Top Evac),7,113,34,40,40,7,6,1,2025-01-01T00:00:09
9,PSO SFM(Avoid Top),6,114,35,40,40,6,6,0,2025-01-01T00:00:09
9,PSO SFM(Zone Sweep),6,114,35,40,40,6,6,0,2025-01-01T00:00:09
9,MFO SFM,6,114,35,40,40,6,5,1,2025-01-01T00:00:09
9,ACO SFM,10,110,33,40,40,10,9,1,2025-01-01T00:00:09
10,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:10
10,PSO,23,97,24,40,40,23,0,23,2025-01-01T00:00:10
10,SFM,11,109,32,40,40,11,10,1,2025-01-01T00:00:10
10,PSO SFM(Staff all evacuate),6,114,34,40,40,6,5,1,2025-01-01T00:00:10
10,PSO SFM(Staff all assist),6,114,35,40,40,6,6,0,2025-01-01T00:00:10
10,PSO SFM(Half Assist),7,113,35,40,40,7,6,1,2025-01-01T00:00:10
10,PSO SFM(Assist Mobile),7,113,34,40,40,7,6,1,2025-01-01T00:00:10
10,PSO SFM(Assist Elderly),7,113,34,40,40,7,6,1,2025-01-01T00:00:10
10,PSO SFM(Top Evac),7,113,33,40,40,7,6,1,2025-01-01T00:00:10
10,PSO SFM(Avoid Top),6,114,34,40,40,6,6,0,2025-01-01T00:00:10
10,PSO SFM(Zone Sweep),6,114,34,40,40,6,6,0,2025-01-01T00:00:10
10,MFO SFM,6,114,34,40,40,6,5,1,2025-01-01T00:00:10
10,ACO SFM,10,110,33,40,40,10,9,1,2025-01-01T00:00:10
11,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:11
11,PSO,24,96,21,40,40,24,0,24,2025-01-01T00:00:11
11,SFM,11,109,31,40,40,11,10,1,2025-01-01T00:00:11
11,PSO SFM(Staff all evacuate),8,112,34,40,40,8,5,3,2025-01-01T00:00:11
11,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:11
11,PSO SFM(Half Assist),8,112,33,40,40,8,6,2,2025-01-01T00:00:11
11,PSO SFM(Assist Mobile),9,111,33,40,40,9,6,3,2025-01-01T00:00:11
11,PSO SFM(Assist Elderly),7,113,33,40,40,7,6,1,2025-01-01T00:00:11
11,PSO SFM(Top Evac),7,113,33,40,40,7,6,1,2025-01-01T00:00:11
11,PSO SFM(Avoid Top),6,114,34,40,40,6,6,0,2025-01-01T00:00:11
11,PSO SFM(Zone Sweep),6,114,34,40,40,6,6,0,2025-01-01T00:00:11
11,MFO SFM,7,113,34,40,40,7,6,1,2025-01-01T00:00:11
11,ACO SFM,11,109,32,40,40,11,10,1,2025-01-01T00:00:11
12,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:12
12,PSO,25,95,18,40,40,25,0,25,2025-01-01T00:00:12
12,SFM,11,109,31,40,40,11,10,1,2025-01-01T00:00:12
12,PSO SFM(Staff all evacuate),8,112,34,40,40,8,5,3,2025-01-01T00:00:12
12,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:12
12,PSO SFM(Half Assist),9,111,33,40,40,9,7,2,2025-01-01T00:00:12
12,PSO SFM(Assist Mobile),10,110,33,40,40,10,7,3,2025-01-01T00:00:12
12,PSO SFM(Assist Elderly),8,112,33,40,40,8,6,2,2025-01-01T00:00:12
12,PSO SFM(Top Evac),8,112,33,40,40,8,6,2,2025-01-01T00:00:12
12,PSO SFM(Avoid Top),7,113,34,40,40,7,7,0,2025-01-01T00:00:12
12,PSO SFM(Zone Sweep),6,114,34,40,40,6,6,0,2025-01-01T00:00:12
12,MFO SFM,7,113,34,40,40,7,6,1,2025-01-01T00:00:12
12,ACO SFM,12,108,30,40,40,12,11,1,2025-01-01T00:00:12
13,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:13
13,PSO,26,94,17,40,40,26,0,26,2025-01-01T00:00:13
13,SFM,11,109,29,40,40,11,10,1,2025-01-01T00:00:13
13,PSO SFM(Staff all evacuate),8,112,34,40,40,8,5,3,2025-01-01T00:00:13
13,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:13
13,PSO SFM(Half Assist),9,111,33,40,40,9,7,2,2025-01-01T00:00:13
13,PSO SFM(Assist Mobile),10,110,33,40,40,10,7,3,2025-01-01T00:00:13
13,PSO SFM(Assist Elderly),9,111,33,40,40,9,6,3,2025-01-01T00:00:13
13,PSO SFM(Top Evac),9,111,33,40,40,9,6,3,2025-01-01T00:00:13
13,PSO SFM(Avoid Top),7,113,34,40,40,7,7,0,2025-01-01T00:00:13
13,PSO SFM(Zone Sweep),7,113,34,40,40,7,7,0,2025-01-01T00:00:13
13,MFO SFM,7,113,34,40,40,7,6,1,2025-01-01T00:00:13
13,ACO SFM,13,107,30,40,40,13,12,1,2025-01-01T00:00:13
14,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:14
14,PSO,28,92,16,40,40,28,0,28,2025-01-01T00:00:14
14,SFM,12,108,29,40,40,12,11,1,2025-01-01T00:00:14
14,PSO SFM(Staff all evacuate),8,112,32,40,40,8,5,3,2025-01-01T00:00:14
14,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:14
14,PSO SFM(Half Assist),9,111,32,40,40,9,7,2,2025-01-01T00:00:14
14,PSO SFM(Assist Mobile),10,110,31,40,40,10,7,3,2025-01-01T00:00:14
14,PSO SFM(Assist Elderly),9,111,33,40,40,9,6,3,2025-01-01T00:00:14
14,PSO SFM(Top Evac),9,111,33,40,40,9,6,3,2025-01-01T00:00:14
14,PSO SFM(Avoid Top),7,113,34,40,40,7,7,0,2025-01-01T00:00:14
14,PSO SFM(Zone Sweep),7,113,34,40,40,7,7,0,2025-01-01T00:00:14
14,MFO SFM,7,113,33,40,40,7,6,1,2025-01-01T00:00:14
14,ACO SFM,13,107,29,40,40,13,12,1,2025-01-01T00:00:14
15,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:15
15,PSO,31,89,15,40,40,31,0,31,2025-01-01T00:00:15
15,SFM,12,108,29,40,40,12,11,1,2025-01-01T00:00:15
15,PSO SFM(Staff all evacuate),8,112,32,40,40,8,5,3,2025-01-01T00:00:15
15,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:15
15,PSO SFM(Half Assist),9,111,31,40,40,9,7,2,2025-01-01T00:00:15
15,PSO SFM(Assist Mobile),10,110,30,40,40,10,7,3,2025-01-01T00:00:15
15,PSO SFM(Assist Elderly),9,111,32,40,40,9,6,3,2025-01-01T00:00:15
15,PSO SFM(Top Evac),9,111,32,40,40,9,6,3,2025-01-01T00:00:15
15,PSO SFM(Avoid Top),7,113,33,40,40,7,7,0,2025-01-01T00:00:15
15,PSO SFM(Zone Sweep),8,112,34,40,40,8,8,0,2025-01-01T00:00:15
15,MFO SFM,7,113,33,40,40,7,6,1,2025-01-01T00:00:15
15,ACO SFM,13,107,28,40,40,13,12,1,2025-01-01T00:00:15
16,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:16
16,PSO,33,87,14,40,40,33,0,33,2025-01-01T00:00:16
16,SFM,12,108,29,40,40,12,11,1,2025-01-01T00:00:16
16,PSO SFM(Staff all evacuate),8,112,32,40,40,8,5,3,2025-01-01T00:00:16
16,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:16
16,PSO SFM(Half Assist),10,110,31,40,40,10,8,2,2025-01-01T00:00:16
16,PSO SFM(Assist Mobile),10,110,30,40,40,10,7,3,2025-01-01T00:00:16
16,PSO SFM(Assist Elderly),10,110,31,40,40,10,7,3,2025-01-01T00:00:16
16,PSO SFM(Top Evac),9,111,31,40,40,9,6,3,2025-01-01T00:00:16
16,PSO SFM(Avoid Top),8,112,33,40,40,8,8,0,2025-01-01T00:00:16
16,PSO SFM(Zone Sweep),8,112,33,40,40,8,8,0,2025-01-01T00:00:16
16,MFO SFM,7,113,33,40,40,7,6,1,2025-01-01T00:00:16
16,ACO SFM,13,107,27,40,40,13,12,1,2025-01-01T00:00:16
17,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:17
17,PSO,33,87,13,41,38,33,0,33,2025-01-01T00:00:17
17,SFM,12,108,31,39,38,12,11,1,2025-01-01T00:00:17
17,PSO SFM(Staff all evacuate),8,112,35,39,38,8,5,3,2025-01-01T00:00:17
17,PSO SFM(Staff all assist),6,114,37,40,37,6,6,0,2025-01-01T00:00:17
17,PSO SFM(Half Assist),10,110,34,40,37,10,8,2,2025-01-01T00:00:17
17,PSO SFM(Assist Mobile),10,110,33,40,37,10,7,3,2025-01-01T00:00:17
17,PSO SFM(Assist Elderly),10,110,34,40,37,10,7,3,2025-01-01T00:00:17
17,PSO SFM(Top Evac),10,110,34,40,37,10,7,3,2025-01-01T00:00:17
17,PSO SFM(Avoid Top),9,111,36,40,37,9,9,0,2025-01-01T00:00:17
17,PSO SFM(Zone Sweep),9,111,36,40,37,9,9,0,2025-01-01T00:00:17
17,MFO SFM,7,113,36,39,38,7,6,1,2025-01-01T00:00:17
17,ACO SFM,14,106,30,39,38,14,13,1,2025-01-01T00:00:17
18,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:18
18,PSO,34,86,11,40,38,34,0,34,2025-01-01T00:00:18
18,SFM,13,107,32,40,36,13,12,1,2025-01-01T00:00:18
18,PSO SFM(Staff all evacuate),8,112,36,38,38,8,5,3,2025-01-01T00:00:18
18,PSO SFM(Staff all assist),6,114,37,40,37,6,6,0,2025-01-01T00:00:18
18,PSO SFM(Half Assist),11,109,34,40,37,11,9,2,2025-01-01T00:00:18
18,PSO SFM(Assist Mobile),10,110,33,40,37,10,7,3,2025-01-01T00:00:18
18,PSO SFM(Assist Elderly),10,110,34,40,37,10,7,3,2025-01-01T00:00:18
18,PSO SFM(Top Evac),10,110,34,40,37,10,7,3,2025-01-01T00:00:18
18,PSO SFM(Avoid Top),9,111,36,40,37,9,9,0,2025-01-01T00:00:18
18,PSO SFM(Zone Sweep),9,111,35,40,37,9,9,0,2025-01-01T00:00:18
18,MFO SFM,8,112,37,39,37,8,7,1,2025-01-01T00:00:18
18,ACO SFM,14,106,31,39,37,14,13,1,2025-01-01T00:00:18
19,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:19
19,PSO,35,85,11,39,37,35,0,35,2025-01-01T00:00:19
19,SFM,15,105,34,40,34,15,14,1,2025-01-01T00:00:19
19,PSO SFM(Staff all evacuate),9,111,38,39,35,9,5,4,2025-01-01T00:00:19
19,PSO SFM(Staff all assist),6,114,40,39,35,6,6,0,2025-01-01T00:00:19
19,PSO SFM(Half Assist),12,108,34,42,34,12,10,2,2025-01-01T00:00:19
19,PSO SFM(Assist Mobile),10,110,35,42,33,10,7,3,2025-01-01T00:00:19
19,PSO SFM(Assist Elderly),11,109,36,38,36,11,8,3,2025-01-01T00:00:19
19,PSO SFM(Top Evac),11,109,37,41,33,11,8,3,2025-01-01T00:00:19
19,PSO SFM(Avoid Top),10,110,37,40,35,10,10,0,2025-01-01T00:00:19
19,PSO SFM(Zone Sweep),9,111,37,39,36,9,9,0,2025-01-01T00:00:19
19,MFO SFM,9,111,38,39,36,9,8,1,2025-01-01T00:00:19
19,ACO SFM,14,106,33,39,35,14,13,1,2025-01-01T00:00:19
20,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:20
20,PSO,36,84,12,38,37,36,0,36,2025-01-01T00:00:20
20,SFM,17,103,36,40,32,17,16,1,2025-01-01T00:00:20
20,PSO SFM(Staff all evacuate),9,111,39,39,34,9,5,4,2025-01-01T00:00:20
20,PSO SFM(Staff all assist),7,113,40,39,35,7,7,0,2025-01-01T00:00:20
20,PSO SFM(Half Assist),12,108,36,41,33,12,10,2,2025-01-01T00:00:20
20,PSO SFM(Assist Mobile),11,109,37,40,33,11,8,3,2025-01-01T00:00:20
20,PSO SFM(Assist Elderly),13,107,37,39,34,13,10,3,2025-01-01T00:00:20
20,PSO SFM(Top Evac),12,108,37,40,33,12,9,3,2025-01-01T00:00:20
20,PSO SFM(Avoid Top),11,109,38,40,33,11,11,0,2025-01-01T00:00:20
20,PSO SFM(Zone Sweep),11,109,37,41,33,11,11,0,2025-01-01T00:00:20
20,MFO SFM,9,111,39,41,33,9,8,1,2025-01-01T00:00:20
20,ACO SFM,17,103,33,40,33,17,15,2,2025-01-01T00:00:20
21,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:21
21,PSO,36,84,12,38,36,36,0,36,2025-01-01T00:00:21
21,SFM,18,102,37,40,30,18,16,2,2025-01-01T00:00:21
21,PSO SFM(Staff all evacuate),11,109,40,39,33,11,6,5,2025-01-01T00:00:21
21,PSO SFM(Staff all assist),8,112,42,41,31,8,8,0,2025-01-01T00:00:21
21,PSO SFM(Half Assist),13,107,36,43,30,13,11,2,2025-01-01T00:00:21
21,PSO SFM(Assist Mobile),11,109,38,43,29,11,8,3,2025-01-01T00:00:21
21,PSO SFM(Assist Elderly),16,104,39,39,32,16,12,4,2025-01-01T00:00:21
21,PSO SFM(Top Evac),13,107,39,42,29,13,9,4,2025-01-01T00:00:21
21,PSO SFM(Avoid Top),12,108,39,41,31,12,12,0,2025-01-01T00:00:21
21,PSO SFM(Zone Sweep),11,109,40,39,32,11,11,0,2025-01-01T00:00:21
21,MFO SFM,11,109,40,40,32,11,10,1,2025-01-01T00:00:21
21,ACO SFM,18,102,36,39,31,18,16,2,2025-01-01T00:00:21
22,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:22
22,PSO,38,82,12,38,35,38,0,38,2025-01-01T00:00:22
22,SFM,19,101,37,40,28,19,17,2,2025-01-01T00:00:22
22,PSO SFM(Staff all evacuate),12,108,40,41,30,12,7,5,2025-01-01T00:00:22
22,PSO SFM(Staff all assist),8,112,43,40,31,8,8,0,2025-01-01T00:00:22
22,PSO SFM(Half Assist),15,105,37,42,29,15,13,2,2025-01-01T00:00:22
22,PSO SFM(Assist Mobile),12,108,40,41,29,12,9,3,2025-01-01T00:00:22
22,PSO SFM(Assist Elderly),16,104,38,41,30,16,12,4,2025-01-01T00:00:22
22,PSO SFM(Top Evac),14,106,38,42,29,14,10,4,2025-01-01T00:00:22
22,PSO SFM(Avoid Top),14,106,39,42,29,14,14,0,2025-01-01T00:00:22
22,PSO SFM(Zone Sweep),11,109,40,42,29,11,11,0,2025-01-01T00:00:22
22,MFO SFM,13,107,41,41,29,13,11,2,2025-01-01T00:00:22
22,ACO SFM,22,98,37,40,29,22,20,2,2025-01-01T00:00:22
23,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:23
23,PSO,38,82,11,40,33,38,0,38,2025-01-01T00:00:23
23,SFM,21,99,37,39,27,21,19,2,2025-01-01T00:00:23
23,PSO SFM(Staff all evacuate),12,108,42,40,29,12,7,5,2025-01-01T00:00:23
23,PSO SFM(Staff all assist),9,111,44,42,27,9,9,0,2025-01-01T00:00:23
23,PSO SFM(Half Assist),17,103,38,44,26,17,15,2,2025-01-01T00:00:23
23,PSO SFM(Assist Mobile),14,106,41,42,26,14,10,4,2025-01-01T00:00:23
23,PSO SFM(Assist Elderly),17,103,40,39,28,17,13,4,2025-01-01T00:00:23
23,PSO SFM(Top Evac),15,105,39,43,26,15,11,4,2025-01-01T00:00:23
23,PSO SFM(Avoid Top),14,106,41,40,28,14,14,0,2025-01-01T00:00:23
23,PSO SFM(Zone Sweep),11,109,40,41,28,11,11,0,2025-01-01T00:00:23
23,MFO SFM,13,107,43,39,29,13,11,2,2025-01-01T00:00:23
23,ACO SFM,24,96,36,39,28,24,21,3,2025-01-01T00:00:23
24,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:24
24,PSO,38,82,11,41,32,38,0,38,2025-01-01T00:00:24
24,SFM,23,97,37,41,24,23,21,2,2025-01-01T00:00:24
24,PSO SFM(Staff all evacuate),13,107,41,42,26,13,8,5,2025-01-01T00:00:24
24,PSO SFM(Staff all assist),13,107,45,40,27,13,13,0,2025-01-01T00:00:24
24,PSO SFM(Half Assist),19,101,39,43,25,19,17,2,2025-01-01T00:00:24
24,PSO SFM(Assist Mobile),15,105,43,41,25,15,11,4,2025-01-01T00:00:24
24,PSO SFM(Assist Elderly),18,102,37,41,26,18,14,4,2025-01-01T00:00:24
24,PSO SFM(Top Evac),17,103,40,42,25,17,13,4,2025-01-01T00:00:24
24,PSO SFM(Avoid Top),15,105,41,41,26,15,15,0,2025-01-01T00:00:24
24,PSO SFM(Zone Sweep),12,108,42,41,26,12,12,0,2025-01-01T00:00:24
24,MFO SFM,13,107,43,39,27,13,11,2,2025-01-01T00:00:24
24,ACO SFM,24,96,37,40,25,24,21,3,2025-01-01T00:00:24
25,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:25
25,PSO,39,81,9,42,31,39,0,39,2025-01-01T00:00:25
25,SFM,26,94,37,40,24,26,24,2,2025-01-01T00:00:25
25,PSO SFM(Staff all evacuate),15,105,43,40,25,15,10,5,2025-01-01T00:00:25
25,PSO SFM(Staff all assist),13,107,47,41,24,13,13,0,2025-01-01T00:00:25
25,PSO SFM(Half Assist),20,100,39,44,22,20,17,3,2025-01-01T00:00:25
