timestamp,algorithm,evacuated,deaths,deaths_floor_0,deaths_floor_1,deaths_floor_2,evacuated_age_adults,evacuated_stafftype_civilian,evacuated_stafftype_staff,datetime
1,PSO SFM(Avoid Top),2,118,0,0,0,2,2,0,2025-01-01T00:00:01
1,PSO SFM(Zone Sweep),2,118,0,0,0,2,2,0,2025-01-01T00:00:01
1,MFO SFM,2,118,0,0,0,2,2,0,2025-01-01T00:00:01
1,ACO SFM,4,116,0,0,0,4,4,0,2025-01-01T00:00:01
2,Random,0,120,0,0,0,0,0,0,2025-01-01T00:00:02
2,PSO,8,112,0,0,0,8,0,8,2025-01-01T00:00:02
2,SFM,6,114,0,0,0,6,6,0,2025-01-01T00:00:02
2,PSO SFM(Staff all evacuate),2,118,0,0,0,2,2,0,2025-01-01T00:00:02
2,PSO SFM(Staff all assist),4,116,0,0,0,4,4,0,2025-01-01T00:00:02
2,PSO SFM(Half Assist),4,116,0,0,0,4,4,0,2025-01-01T00:00:02
2,PSO SFM(Assist Mobile),4,116,0,0,0,4,4,0,2025-01-01T00:00:02
2,PSO SFM(Assist Elderly),4,116,0,0,0,4,4,0,2025-01-01T00:00:02
2,PSO SFM(Top Evac),4,116,0,0,0,4,4,0,2025-01-01T00:00:02
2,PSO SFM(Avoid Top),3,117,0,0,0,3,3,0,2025-01-01T00:00:02
2,PSO SFM(Zone Sweep),3,117,0,0,0,3,3,0,2025-01-01T00:00:02
2,MFO SFM,4,116,0,0,0,4,4,0,2025-01-01T00:00:02
2,ACO SFM,4,116,0,0,0,4,4,0,2025-01-01T00:00:02
3,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:03
3,PSO,10,110,37,40,40,10,0,10,2025-01-01T00:00:03
3,SFM,6,114,40,40,40,6,6,0,2025-01-01T00:00:03
3,PSO SFM(Staff all evacuate),3,117,40,40,40,3,3,0,2025-01-01T00:00:03
3,PSO SFM(Staff all assist),5,115,38,40,40,5,5,0,2025-01-01T00:00:03
3,PSO SFM(Half Assist),4,116,38,40,40,4,4,0,2025-01-01T00:00:03
3,PSO SFM(Assist Mobile),6,114,38,40,40,6,6,0,2025-01-01T00:00:03
3,PSO SFM(Assist Elderly),6,114,38,40,40,6,6,0,2025-01-01T00:00:03
3,PSO SFM(Top Evac),5,115,38,40,40,5,5,0,2025-01-01T00:00:03
3,PSO SFM(Avoid Top),4,116,38,40,40,4,4,0,2025-01-01T00:00:03
3,PSO SFM(Zone Sweep),5,115,38,40,40,5,5,0,2025-01-01T00:00:03
3,MFO SFM,4,116,40,40,40,4,4,0,2025-01-01T00:00:03
3,ACO SFM,6,114,40,40,40,6,6,0,2025-01-01T00:00:03
4,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:04
4,PSO,13,107,33,40,40,13,0,13,2025-01-01T00:00:04
4,SFM,6,114,36,40,40,6,6,0,2025-01-01T00:00:04
4,PSO SFM(Staff all evacuate),3,117,40,40,40,3,3,0,2025-01-01T00:00:04
4,PSO SFM(Staff all assist),6,114,38,40,40,6,6,0,2025-01-01T00:00:04
4,PSO SFM(Half Assist),5,115,38,40,40,5,5,0,2025-01-01T00:00:04
4,PSO SFM(Assist Mobile),7,113,38,40,40,7,6,1,2025-01-01T00:00:04
4,PSO SFM(Assist Elderly),6,114,38,40,40,6,6,0,2025-01-01T00:00:04
4,PSO SFM(Top Evac),7,113,38,40,40,7,6,1,2025-01-01T00:00:04
4,PSO SFM(Avoid Top),5,115,38,40,40,5,5,0,2025-01-01T00:00:04
4,PSO SFM(Zone Sweep),5,115,38,40,40,5,5,0,2025-01-01T00:00:04
4,MFO SFM,5,115,38,40,40,5,4,1,2025-01-01T00:00:04
4,ACO SFM,6,114,36,40,40,6,6,0,2025-01-01T00:00:04
5,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:05
5,PSO,16,104,32,40,40,16,0,16,2025-01-01T00:00:05
5,SFM,6,114,34,40,40,6,6,0,2025-01-01T00:00:05
5,PSO SFM(Staff all evacuate),5,115,38,40,40,5,4,1,2025-01-01T00:00:05
5,PSO SFM(Staff all assist),6,114,36,40,40,6,6,0,2025-01-01T00:00:05
5,PSO SFM(Half Assist),6,114,36,40,40,6,6,0,2025-01-01T00:00:05
5,PSO SFM(Assist Mobile),7,113,36,40,40,7,6,1,2025-01-01T00:00:05
5,PSO SFM(Assist Elderly),7,113,36,40,40,7,6,1,2025-01-01T00:00:05
5,PSO SFM(Top Evac),7,113,36,40,40,7,6,1,2025-01-01T00:00:05
5,PSO SFM(Avoid Top),6,114,37,40,40,6,6,0,2025-01-01T00:00:05
5,PSO SFM(Zone Sweep),6,114,37,40,40,6,6,0,2025-01-01T00:00:05
5,MFO SFM,5,115,36,40,40,5,4,1,2025-01-01T00:00:05
5,ACO SFM,6,114,36,40,40,6,6,0,2025-01-01T00:00:05
6,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:06
6,PSO,18,102,30,40,40,18,0,18,2025-01-01T00:00:06
6,SFM,6,114,34,40,40,6,6,0,2025-01-01T00:00:06
6,PSO SFM(Staff all evacuate),8,112,37,40,40,8,6,2,2025-01-01T00:00:06
6,PSO SFM(Staff all assist),6,114,35,40,40,6,6,0,2025-01-01T00:00:06
6,PSO SFM(Half Assist),6,114,36,40,40,6,6,0,2025-01-01T00:00:06
6,PSO SFM(Assist Mobile),7,113,34,40,40,7,6,1,2025-01-01T00:00:06
6,PSO SFM(Assist Elderly),7,113,34,40,40,7,6,1,2025-01-01T00:00:06
6,PSO SFM(Top Evac),7,113,35,40,40,7,6,1,2025-01-01T00:00:06
6,PSO SFM(Avoid Top),6,114,36,40,40,6,6,0,2025-01-01T00:00:06
6,PSO SFM(Zone Sweep),6,114,35,40,40,6,6,0,2025-01-01T00:00:06
6,MFO SFM,5,115,36,40,40,5,4,1,2025-01-01T00:00:06
6,ACO SFM,6,114,34,40,40,6,6,0,2025-01-01T00:00:06
7,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:07
7,PSO,19,101,27,40,40,19,0,19,2025-01-01T00:00:07
7,SFM,8,112,34,40,40,8,8,0,2025-01-01T00:00:07
7,PSO SFM(Staff all evacuate),9,111,37,40,40,9,6,3,2025-01-01T00:00:07
7,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:07
7,PSO SFM(Half Assist),6,114,35,40,40,6,6,0,2025-01-01T00:00:07
7,PSO SFM(Assist Mobile),8,112,33,40,40,8,6,2,2025-01-01T00:00:07
7,PSO SFM(Assist Elderly),8,112,34,40,40,8,6,2,2025-01-01T00:00:07
7,PSO SFM(Top Evac),8,112,33,40,40,8,6,2,2025-01-01T00:00:07
7,PSO SFM(Avoid Top),6,114,35,40,40,6,6,0,2025-01-01T00:00:07
7,PSO SFM(Zone Sweep),6,114,35,40,40,6,6,0,2025-01-01T00:00:07
7,MFO SFM,7,113,35,40,40,7,6,1,2025-01-01T00:00:07
7,ACO SFM,7,113,34,40,40,7,6,1,2025-01-01T00:00:07
8,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:08
8,PSO,19,101,24,40,40,19,0,19,2025-01-01T00:00:08
8,SFM,9,111,34,40,40,9,8,1,2025-01-01T00:00:08
8,PSO SFM(Staff all evacuate),9,111,35,40,40,9,6,3,2025-01-01T00:00:08
8,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:08
8,PSO SFM(Half Assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:08
8,PSO SFM(Assist Mobile),9,111,33,40,40,9,7,2,2025-01-01T00:00:08
8,PSO SFM(Assist Elderly),9,111,33,40,40,9,7,2,2025-01-01T00:00:08
8,PSO SFM(Top Evac),9,111,33,40,40,9,7,2,2025-01-01T00:00:08
8,PSO SFM(Avoid Top),7,113,34,40,40,7,7,0,2025-01-01T00:00:08
8,PSO SFM(Zone Sweep),7,113,34,40,40,7,7,0,2025-01-01T00:00:08
8,MFO SFM,7,113,35,40,40,7,6,1,2025-01-01T00:00:08
8,ACO SFM,9,111,34,40,40,9,8,1,2025-01-01T00:00:08
9,Random,0,120,40,40,40,0,0,0,2025-01-01T00:00:09
9,PSO,19,101,22,40,40,19,0,19,2025-01-01T00:00:09
9,SFM,10,110,34,40,40,10,8,2,2025-01-01T00:00:09
9,PSO SFM(Staff all evacuate),9,111,32,40,40,9,6,3,2025-01-01T00:00:09
9,PSO SFM(Staff all assist),6,114,34,40,40,6,6,0,2025-01-01T00:00:09
9,PSO SFM(Half Assist),7,113,34,40,40,7,7,0,2025-01-01T00:00:09
9,PSO SFM(Assist Mobile),10,110,33,40,40,10,8,2,2025-01-01T00:00:09
9,PSO SFM(Assist Elderly),10,110,33,40,40,10,8,2,2025-01-01T00:00:09
9,PSO SFM(Top Evac),9,111,33,40,40,9,7,2,2025-01-01T00:00:09
9,PSO SFM(Avoid Top),7,113,34,40,40,7,7,0,2025-01-01T00:00:09
9,PSO SFM(Zone Sweep),7,113,34,40,40,7,7,0,2025-01-01T00:00:09
9,MFO SFM,7,113,35,40,40,7,6,1,2025-01-01T00:00:09
9,ACO SFM,9,111,34,40,40,9,8,1,2025-01-01T00:00:09
10,Random,1,119,40,40,40,1,0,1,2025-01-01T00:00:10
10,PSO,22,98,21,40,40,22,0,22,2025-01-01T00:00:10
10,SFM,13,107,32,40,40,13,11,2,2025-01-01T00:00:10
10,PSO SFM(Staff all evacuate),9,111,31,40,40,9,6,3,2025-01-01T00:00:10
10,PSO SFM(Staff all assist),7,113,34,40,40,7,7,0,2025-01-01T00:00:10
10,PSO SFM(Half Assist),8,112,34,40,40,8,7,1,2025-01-01T00:00:10
10,PSO SFM(Assist Mobile),11,109,32,40,40,11,8,3,2025-01-01T00:00:10
10,PSO SFM(Assist Elderly),11,109,32,40,40,11,8,3,2025-01-01T00:00:10
10,PSO SFM(Top Evac),10,110,32,40,40,10,8,2,2025-01-01T00:00:10
10,PSO SFM(Avoid Top),7,113,34,40,40,7,7,0,2025-01-01T00:00:10
10,PSO SFM(Zone Sweep),7,113,34,40,40,7,7,0,2025-01-01T00:00:10
10,MFO SFM,8,112,33,40,40,8,7,1,2025-01-01T00:00:10
10,ACO SFM,11,109,33,40,40,11,9,2,2025-01-01T00:00:10
11,Random,1,119,40,40,40,1,0,1,2025-01-01T00:00:11
11,PSO,23,97,21,40,40,23,0,23,2025-01-01T00:00:11
11,SFM,14,106,31,40,40,14,12,2,2025-01-01T00:00:11
11,PSO SFM(Staff all evacuate),9,111,31,40,40,9,6,3,2025-01-01T00:00:11
11,PSO SFM(Staff all assist),7,113,34,40,40,7,7,0,2025-01-01T00:00:11
11,PSO SFM(Half Assist),8,112,34,40,40,8,7,1,2025-01-01T00:00:11
11,PSO SFM(Assist Mobile),11,109,31,40,40,11,8,3,2025-01-01T00:00:11
11,PSO SFM(Assist Elderly),11,109,31,40,40,11,8,3,2025-01-01T00:00:11
11,PSO SFM(Top Evac),10,110,31,40,40,10,8,2,2025-01-01T00:00:11
11,PSO SFM(Avoid Top),8,112,33,40,40,8,8,0,2025-01-01T00:00:11
11,PSO SFM(Zone Sweep),8,112,33,40,40,8,8,0,2025-01-01T00:00:11
11,MFO SFM,9,111,33,40,40,9,7,2,2025-01-01T00:00:11
11,ACO SFM,11,109,31,40,40,11,9,2,2025-01-01T00:00:11
12,Random,1,119,40,40,40,1,0,1,2025-01-01T00:00:12
12,PSO,23,97,21,40,40,23,0,23,2025-01-01T00:00:12
12,SFM,14,106,30,40,40,14,12,2,2025-01-01T00:00:12
12,PSO SFM(Staff all evacuate),10,110,31,40,40,10,7,3,2025-01-01T00:00:12
12,PSO SFM(Staff all assist),8,112,34,40,40,8,8,0,2025-01-01T00:00:12
12,PSO SFM(Half Assist),8,112,33,40,40,8,7,1,2025-01-01T00:00:12
12,PSO SFM(Assist Mobile),11,109,30,40,40,11,8,3,2025-01-01T00:00:12
12,PSO SFM(Assist Elderly),12,108,30,40,40,12,9,3,2025-01-01T00:00:12
12,PSO SFM(Top Evac),11,109,31,40,40,11,9,2,2025-01-01T00:00:12
12,PSO SFM(Avoid Top),9,111,33,40,40,9,9,0,2025-01-01T00:00:12
12,PSO SFM(Zone Sweep),8,112,33,40,40,8,8,0,2025-01-01T00:00:12
12,MFO SFM,10,110,33,40,40,10,8,2,2025-01-01T00:00:12
12,ACO SFM,13,107,31,40,40,13,10,3,2025-01-01T00:00:12
13,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:13
13,PSO,26,94,18,40,40,26,0,26,2025-01-01T00:00:13
13,SFM,15,105,27,40,40,15,13,2,2025-01-01T00:00:13
13,PSO SFM(Staff all evacuate),10,110,31,40,40,10,7,3,2025-01-01T00:00:13
13,PSO SFM(Staff all assist),8,112,33,40,40,8,8,0,2025-01-01T00:00:13
13,PSO SFM(Half Assist),8,112,32,40,40,8,7,1,2025-01-01T00:00:13
13,PSO SFM(Assist Mobile),12,108,29,40,40,12,9,3,2025-01-01T00:00:13
13,PSO SFM(Assist Elderly),12,108,29,40,40,12,9,3,2025-01-01T00:00:13
13,PSO SFM(Top Evac),12,108,30,40,40,12,9,3,2025-01-01T00:00:13
13,PSO SFM(Avoid Top),10,110,33,40,40,10,10,0,2025-01-01T00:00:13
13,PSO SFM(Zone Sweep),9,111,33,40,40,9,9,0,2025-01-01T00:00:13
13,MFO SFM,10,110,32,40,40,10,8,2,2025-01-01T00:00:13
13,ACO SFM,13,107,29,40,40,13,10,3,2025-01-01T00:00:13
14,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:14
14,PSO,27,93,17,40,40,27,0,27,2025-01-01T00:00:14
14,SFM,16,104,26,40,40,16,14,2,2025-01-01T00:00:14
14,PSO SFM(Staff all evacuate),10,110,31,40,40,10,7,3,2025-01-01T00:00:14
14,PSO SFM(Staff all assist),9,111,33,40,40,9,9,0,2025-01-01T00:00:14
14,PSO SFM(Half Assist),9,111,32,40,40,9,8,1,2025-01-01T00:00:14
14,PSO SFM(Assist Mobile),12,108,29,40,40,12,9,3,2025-01-01T00:00:14
14,PSO SFM(Assist Elderly),12,108,29,40,40,12,9,3,2025-01-01T00:00:14
14,PSO SFM(Top Evac),12,108,30,40,40,12,9,3,2025-01-01T00:00:14
14,PSO SFM(Avoid Top),11,109,32,40,40,11,11,0,2025-01-01T00:00:14
14,PSO SFM(Zone Sweep),9,111,32,40,40,9,9,0,2025-01-01T00:00:14
14,MFO SFM,10,110,31,40,40,10,8,2,2025-01-01T00:00:14
14,ACO SFM,14,106,29,40,40,14,11,3,2025-01-01T00:00:14
15,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:15
15,PSO,28,92,17,40,40,28,0,28,2025-01-01T00:00:15
15,SFM,16,104,26,40,40,16,14,2,2025-01-01T00:00:15
15,PSO SFM(Staff all evacuate),11,109,30,40,40,11,8,3,2025-01-01T00:00:15
15,PSO SFM(Staff all assist),9,111,32,40,40,9,9,0,2025-01-01T00:00:15
15,PSO SFM(Half Assist),9,111,32,40,40,9,8,1,2025-01-01T00:00:15
15,PSO SFM(Assist Mobile),14,106,29,40,40,14,11,3,2025-01-01T00:00:15
15,PSO SFM(Assist Elderly),14,106,28,40,40,14,11,3,2025-01-01T00:00:15
15,PSO SFM(Top Evac),14,106,29,40,40,14,11,3,2025-01-01T00:00:15
15,PSO SFM(Avoid Top),11,109,31,40,40,11,11,0,2025-01-01T00:00:15
15,PSO SFM(Zone Sweep),10,110,32,40,40,10,10,0,2025-01-01T00:00:15
15,MFO SFM,11,109,30,40,40,11,9,2,2025-01-01T00:00:15
15,ACO SFM,15,105,27,40,40,15,12,3,2025-01-01T00:00:15
16,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:16
16,PSO,28,92,14,40,40,28,0,28,2025-01-01T00:00:16
16,SFM,16,104,25,40,40,16,14,2,2025-01-01T00:00:16
16,PSO SFM(Staff all evacuate),12,108,30,40,40,12,9,3,2025-01-01T00:00:16
16,PSO SFM(Staff all assist),10,110,32,40,40,10,10,0,2025-01-01T00:00:16
16,PSO SFM(Half Assist),11,109,32,40,40,11,10,1,2025-01-01T00:00:16
16,PSO SFM(Assist Mobile),15,105,28,40,40,15,11,4,2025-01-01T00:00:16
16,PSO SFM(Assist Elderly),14,106,28,40,40,14,11,3,2025-01-01T00:00:16
16,PSO SFM(Top Evac),16,104,28,40,40,16,12,4,2025-01-01T00:00:16
16,PSO SFM(Avoid Top),12,108,30,40,40,12,12,0,2025-01-01T00:00:16
16,PSO SFM(Zone Sweep),11,109,31,40,40,11,11,0,2025-01-01T00:00:16
16,MFO SFM,11,109,30,40,40,11,9,2,2025-01-01T00:00:16
16,ACO SFM,15,105,27,40,40,15,12,3,2025-01-01T00:00:16
17,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:17
17,PSO,28,92,13,43,37,28,0,28,2025-01-01T00:00:17
17,SFM,16,104,27,41,36,16,14,2,2025-01-01T00:00:17
17,PSO SFM(Staff all evacuate),12,108,33,41,36,12,9,3,2025-01-01T00:00:17
17,PSO SFM(Staff all assist),11,109,35,40,36,11,11,0,2025-01-01T00:00:17
17,PSO SFM(Half Assist),12,108,35,40,36,12,11,1,2025-01-01T00:00:17
17,PSO SFM(Assist Mobile),17,103,32,40,36,17,13,4,2025-01-01T00:00:17
17,PSO SFM(Assist Elderly),15,105,32,40,36,15,11,4,2025-01-01T00:00:17
17,PSO SFM(Top Evac),16,104,32,40,36,16,12,4,2025-01-01T00:00:17
17,PSO SFM(Avoid Top),12,108,33,40,36,12,12,0,2025-01-01T00:00:17
17,PSO SFM(Zone Sweep),11,109,35,40,36,11,11,0,2025-01-01T00:00:17
17,MFO SFM,11,109,33,41,36,11,9,2,2025-01-01T00:00:17
17,ACO SFM,16,104,29,41,36,16,13,3,2025-01-01T00:00:17
18,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:18
18,PSO,28,92,12,43,37,28,0,28,2025-01-01T00:00:18
18,SFM,17,103,28,40,36,17,15,2,2025-01-01T00:00:18
18,PSO SFM(Staff all evacuate),12,108,32,41,36,12,9,3,2025-01-01T00:00:18
18,PSO SFM(Staff all assist),13,107,35,40,36,13,13,0,2025-01-01T00:00:18
18,PSO SFM(Half Assist),13,107,35,40,36,13,12,1,2025-01-01T00:00:18
18,PSO SFM(Assist Mobile),18,102,30,40,36,18,14,4,2025-01-01T00:00:18
18,PSO SFM(Assist Elderly),16,104,30,40,36,16,12,4,2025-01-01T00:00:18
18,PSO SFM(Top Evac),17,103,30,40,36,17,13,4,2025-01-01T00:00:18
18,PSO SFM(Avoid Top),13,107,33,40,36,13,13,0,2025-01-01T00:00:18
18,PSO SFM(Zone Sweep),11,109,34,40,36,11,11,0,2025-01-01T00:00:18
18,MFO SFM,11,109,32,41,36,11,9,2,2025-01-01T00:00:18
18,ACO SFM,18,102,29,40,36,18,15,3,2025-01-01T00:00:18
19,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:19
19,PSO,28,92,14,45,33,28,0,28,2025-01-01T00:00:19
19,SFM,18,102,30,42,32,18,16,2,2025-01-01T00:00:19
19,PSO SFM(Staff all evacuate),13,107,33,43,32,13,10,3,2025-01-01T00:00:19
19,PSO SFM(Staff all assist),13,107,35,43,32,13,13,0,2025-01-01T00:00:19
19,PSO SFM(Half Assist),15,105,34,43,32,15,13,2,2025-01-01T00:00:19
19,PSO SFM(Assist Mobile),18,102,30,43,32,18,14,4,2025-01-01T00:00:19
19,PSO SFM(Assist Elderly),17,103,31,43,32,17,13,4,2025-01-01T00:00:19
19,PSO SFM(Top Evac),19,101,29,43,32,19,15,4,2025-01-01T00:00:19
19,PSO SFM(Avoid Top),15,105,34,42,32,15,15,0,2025-01-01T00:00:19
19,PSO SFM(Zone Sweep),14,106,34,43,32,14,14,0,2025-01-01T00:00:19
19,MFO SFM,11,109,34,43,32,11,9,2,2025-01-01T00:00:19
19,ACO SFM,19,101,31,42,32,19,16,3,2025-01-01T00:00:19
20,Random,1,119,39,40,40,1,0,1,2025-01-01T00:00:20
20,PSO,29,91,14,45,33,29,0,29,2025-01-01T00:00:20
20,SFM,19,101,32,40,32,19,17,2,2025-01-01T00:00:20
20,PSO SFM(Staff all evacuate),15,105,34,42,32,15,10,5,2025-01-01T00:00:20
20,PSO SFM(Staff all assist),13,107,35,42,32,13,13,0,2025-01-01T00:00:20
20,PSO SFM(Half Assist),15,105,34,42,32,15,13,2,2025-01-01T00:00:20
20,PSO SFM(Assist Mobile),20,100,30,41,32,20,16,4,2025-01-01T00:00:20
20,PSO SFM(Assist Elderly),18,102,32,41,32,18,14,4,2025-01-01T00:00:20
20,PSO SFM(Top Evac),20,100,31,41,32,20,15,5,2025-01-01T00:00:20
20,PSO SFM(Avoid Top),16,104,35,41,32,16,16,0,2025-01-01T00:00:20
20,PSO SFM(Zone Sweep),14,106,35,42,32,14,14,0,2025-01-01T00:00:20
20,MFO SFM,12,108,34,43,32,12,10,2,2025-01-01T00:00:20
20,ACO SFM,22,98,31,41,32,22,19,3,2025-01-01T00:00:20
21,Random,2,118,39,40,40,2,1,1,2025-01-01T00:00:21
21,PSO,30,90,15,46,31,30,0,30,2025-01-01T00:00:21
21,SFM,20,100,32,43,28,20,18,2,2025-01-01T00:00:21
21,PSO SFM(Staff all evacuate),16,104,35,43,30,16,11,5,2025-01-01T00:00:21
21,PSO SFM(Staff all assist),15,105,33,45,29,15,15,0,2025-01-01T00:00:21
21,PSO SFM(Half Assist),17,103,34,43,30,17,14,3,2025-01-01T00:00:21
21,PSO SFM(Assist Mobile),21,99,30,43,29,21,17,4,2025-01-01T00:00:21
21,PSO SFM(Assist Elderly),19,101,31,44,29,19,15,4,2025-01-01T00:00:21
21,PSO SFM(Top Evac),22,98,30,43,30,22,17,5,2025-01-01T00:00:21
21,PSO SFM(Avoid Top),17,103,34,44,29,17,17,0,2025-01-01T00:00:21
21,PSO SFM(Zone Sweep),16,104,36,43,30,16,16,0,2025-01-01T00:00:21
21,MFO SFM,13,107,36,44,29,13,11,2,2025-01-01T00:00:21
21,ACO SFM,23,97,31,42,29,23,20,3,2025-01-01T00:00:21
22,Random,2,118,39,40,40,2,1,1,2025-01-01T00:00:22
22,PSO,30,90,15,46,31,30,0,30,2025-01-01T00:00:22
22,SFM,22,98,34,40,28,22,20,2,2025-01-01T00:00:22
22,PSO SFM(Staff all evacuate),18,102,34,44,29,18,13,5,2025-01-01T00:00:22
22,PSO SFM(Staff all assist),16,104,34,45,28,16,16,0,2025-01-01T00:00:22
22,PSO SFM(Half Assist),18,102,34,43,28,18,15,3,2025-01-01T00:00:22
22,PSO SFM(Assist Mobile),23,97,31,43,28,23,18,5,2025-01-01T00:00:22
22,PSO SFM(Assist Elderly),22,98,32,43,28,22,17,5,2025-01-01T00:00:22
22,PSO SFM(Top Evac),24,96,29,44,28,24,19,5,2025-01-01T00:00:22
22,PSO SFM(Avoid Top),17,103,33,44,28,17,17,0,2025-01-01T00:00:22
22,PSO SFM(Zone Sweep),17,103,35,43,28,17,17,0,2025-01-01T00:00:22
22,MFO SFM,13,107,36,45,28,13,11,2,2025-01-01T00:00:22
22,ACO SFM,24,96,31,42,28,24,21,3,2025-01-01T00:00:22
23,Random,3,117,39,40,40,3,2,1,2025-01-01T00:00:23
23,PSO,32,88,15,47,29,32,0,32,2025-01-01T00:00:23
23,SFM,23,97,33,44,24,23,21,2,2025-01-01T00:00:23
23,PSO SFM(Staff all evacuate),19,101,35,42,28,19,14,5,2025-01-01T00:00:23
23,PSO SFM(Staff all assist),17,103,36,46,25,17,17,0,2025-01-01T00:00:23
23,PSO SFM(Half Assist),20,100,35,44,26,20,17,3,2025-01-01T00:00:23
23,PSO SFM(Assist Mobile),23,97,31,43,26,23,18,5,2025-01-01T00:00:23
23,PSO SFM(Assist Elderly),22,98,31,45,26,22,17,5,2025-01-01T00:00:23
23,PSO SFM(Top Evac),24,96,31,42,27,24,19,5,2025-01-01T00:00:23
23,PSO SFM(Avoid Top),19,101,34,45,25,19,19,0,2025-01-01T00:00:23
23,PSO SFM(Zone Sweep),18,102,35,45,26,18,18,0,2025-01-01T00:00:23
23,MFO SFM,14,106,38,44,26,14,12,2,2025-01-01T00:00:23
23,ACO SFM,26,94,30,42,26,26,23,3,2025-01-01T00:00:23
24,Random,3,117,38,40,40,3,2,1,2025-01-01T00:00:24
24,PSO,33,87,15,46,29,33,0,33,2025-01-01T00:00:24
24,SFM,26,94,35,41,24,26,23,3,2025-01-01T00:00:24
24,PSO SFM(Staff all evacuate),19,101,35,44,25,19,14,5,2025-01-01T00:00:24
24,PSO SFM(Staff all assist),19,101,35,45,25,19,19,0,2025-01-01T00:00:24
24,PSO SFM(Half Assist),22,98,36,43,24,22,18,4,2025-01-01T00:00:24
24,PSO SFM(Assist Mobile),23,97,31,44,24,23,18,5,2025-01-01T00:00:24
24,PSO SFM(Assist Elderly),24,96,33,44,24,24,19,5,2025-01-01T00:00:24
24,PSO SFM(Top Evac),25,95,30,44,24,25,19,6,2025-01-01T00:00:24
24,PSO SFM(Avoid Top),20,100,34,45,24,20,20,0,2025-01-01T00:00:24
24,PSO SFM(Zone Sweep),19,101,36,44,24,19,19,0,2025-01-01T00:00:24
24,MFO SFM,14,106,38,45,24,14,12,2,2025-01-01T00:00:24
24,ACO SFM,27,93,30,43,24,27,24,3,2025-01-01T00:00:24
25,Random,3,117,38,40,40,3,2,1,2025-01-01T00:00:25
25,PSO,33,87,16,47,27,33,0,33,2025-01-01T00:00:25
25,SFM,27,93,34,40,24,27,24,3,2025-01-01T00:00:25
25,PSO SFM(Staff all evacuate),19,101,34,43,25,19,14,5,2025-01-01T00:00:25
25,PSO SFM(Staff all assist),21,99,35,44,25,21,21,0,2025-01-01T00:00:25
25,PSO SFM(Half Assist),23,97,35,44,23,23,19,4,2025-01-01T00:00:25
